"id_str","twitter","bioid","name","gender","chamber","party","followers_count"
2966758114,"RepRussell","R000604","Steve Russell","M","rep","Republican",1665
1077446982,"RepRWilliams","W000816","Roger Williams","M","rep","Republican",2969
2953922782,"RepRyanCostello","C001106","Ryan A. Costello","M","rep","Republican",2100
2953494478,"RepRyanZinke","Z000018","Ryan K. Zinke","M","rep","Republican",3372
158398519,"RepSamFarr","F000030","Sam Farr","M","rep","Democrat",10544
29766367,"RepSamGraves","G000546","Sam Graves","M","rep","Republican",10549
25781141,"RepSandyLevin","L000263","Sander M. Levin","M","rep","Democrat",18637
1499993378,"RepSanfordSC","S000051","Mark Sanford","M","rep","Republican",2468
20545793,"RepSchrader","S001180","Kurt Schrader","M","rep","Democrat",10306
18773159,"RepScottPerry","P000605","Scott Perry","M","rep","Republican",6052
1135486501,"RepScottPeters","P000608","Scott H. Peters","M","rep","Democrat",5985
221793778,"RepScottRigell","R000589","E. Scott Rigell","M","rep","Republican",10454
234022257,"RepSeanDuffy","D000614","Sean P. Duffy","M","rep","Republican",15522
1072467470,"RepSeanMaloney","M001185","Sean Patrick Maloney","M","rep","Democrat",4712
15600527,"RepShimkus","S000364","John Shimkus","M","rep","Republican",13799
1080844782,"RepSinema","S001191","Kyrsten Sinema","F","rep","Democrat",11110
24913074,"RepSpeier","S001175","Jackie Speier","F","rep","Democrat",22289
2962813893,"RepStefanik","S001196","Elise M. Stefanik","F","rep","Republican",3850
310310133,"RepStephenLynch","L000562","Stephen F. Lynch","M","rep","Democrat",6628
237750442,"RepSteveChabot","C000266","Steve Chabot","M","rep","Republican",10971
20002401,"RepSteveIsrael","I000057","Steve Israel","M","rep","Democrat",16797
235271965,"RepStevePearce","P000588","Stevan Pearce","M","rep","Republican",7368
211420609,"RepSteveStivers","S001187","Steve Stivers","M","rep","Republican",10177
211901075,"RepStutzman","S001188","Marlin A. Stutzman","M","rep","Republican",6933
432771620,"RepSusanDavis","D000598","Susan A. Davis","F","rep","Democrat",4742
942156122,"RepSwalwell","S001193","Eric Swalwell","M","rep","Democrat",11554
137794015,"RepTedDeutch","D000610","Theodore E. Deutch","M","rep","Democrat",11394
3044993235,"RepTedLieu","L000582","Ted Lieu","M","rep","Democrat",3501
1071900114,"RepTedYoho","Y000065","Ted S. Yoho","M","rep","Republican",5712
381152398,"RepTerriSewell","S001185","Terri A. Sewell","F","rep","Democrat",11019
975200486,"RepThomasMassie","M001184","Thomas Massie","M","rep","Republican",15169
303861808,"RepThompson","T000460","Mike Thompson","M","rep","Democrat",4824
117777832,"RepTimMurphy","M001151","Tim Murphy","M","rep","Republican",9642
13491312,"RepTimRyan","R000577","Tim Ryan","M","rep","Democrat",25197
1262814457,"RepTimWalz","W000799","Timothy J. Walz","M","rep","Democrat",3275
242873057,"RepTipton","T000470","Scott R. Tipton","M","rep","Republican",8278
234128524,"RepToddYoung","Y000064","Todd C. Young","M","rep","Republican",8954
2914515430,"RepTomEmmer","E000294","Tom Emmer","M","rep","Republican",2017
190328374,"RepTomGraves","G000560","Tom Graves","M","rep","Republican",10903
2962994194,"RepTomMacArthur","M001193","Thomas MacArthur","M","rep","Republican",1815
240363117,"RepTomMarino","M001179","Tom Marino","M","rep","Republican",12958
6577802,"RepTomPrice","P000591","Tom Price","M","rep","Republican",24692
252819323,"RepTomReed","R000585","Tom Reed","M","rep","Republican",7451
1058345042,"RepTomRice","R000597","Tom Rice","M","rep","Republican",4460
24773493,"RepTrentFranks","F000448","Trent Franks","M","rep","Republican",18528
1074129612,"RepVeasey","V000131","Marc A. Veasey","M","rep","Democrat",5667
193872188,"RepVisclosky","V000108","Peter J. Visclosky","M","rep","Democrat",5408
237862972,"RepWalberg","W000798","Tim Walberg","M","rep","Republican",8372
1065995022,"RepWalorski","W000813","Jackie Walorski","F","rep","Republican",5314
26778110,"RepWalterJones","J000255","Walter B. Jones","M","rep","Republican",13573
281540744,"RepWebster","W000806","Daniel Webster","M","rep","Republican",7840
2852998461,"RepWesterman","W000821","Bruce Westerman","M","rep","Republican",2199
137407124,"RepWestmoreland","W000796","Lynn A. Westmoreland","M","rep","Republican",9348
234014087,"RepWilson","W000808","Frederica S. Wilson","F","rep","Democrat",10807
267938462,"RepZoeLofgren","L000397","Zoe Lofgren","F","rep","Democrat",7691
76452765,"Robert_Aderholt","A000055","Robert B. Aderholt","M","rep","Republican",9228
15356407,"RobWittman","W000804","Robert J. Wittman","M","rep","Republican",16185
993153006,"RodneyDavis","D000619","Rodney Davis","M","rep","Republican",5937
250188760,"RonWyden","W000779","Ron Wyden","M","sen","Democrat",39605
140519774,"RosaDeLauro","D000216","Rosa L. DeLauro","F","rep","Democrat",16914
14275291,"RosLehtinen","R000435","Ileana Ros-Lehtinen","F","rep","Republican",75671
21269970,"RoyBlunt","B000575","Roy Blunt","M","sen","Republican",38731
249288197,"SamsPressShop","J000174","Sam Johnson","M","rep","Republican",4165
249410485,"SanfordBishop","B000490","Sanford D. Bishop Jr.","M","rep","Democrat",7995
234374703,"Sen_JoeManchin","M001183","Joe Manchin, III","M","sen","Democrat",34517
76649729,"SenAlexander","A000360","Lamar Alexander","M","sen","Republican",32417
1074518754,"SenatorBaldwin","B001230","Tammy Baldwin","F","sen","Democrat",17210
132278386,"SenatorBarb","M000702","Barbara A. Mikulski","F","sen","Democrat",40845
15442036,"SenatorBoxer","B000711","Barbara Boxer","F","sen","Democrat",70346
21157904,"SenatorBurr","B001135","Richard Burr","M","sen","Republican",34766
117501995,"SenatorCantwell","C000127","Maria Cantwell","F","sen","Democrat",18956
109071031,"SenatorCardin","C000141","Benjamin L. Cardin","M","sen","Democrat",32161
249787913,"SenatorCarper","C000174","Thomas R. Carper","M","sen","Democrat",17565
19726613,"SenatorCollins","C001035","Susan M. Collins","F","sen","Republican",39817
247334603,"SenatorDurbin","D000563","Richard J. Durbin","M","sen","Democrat",62081
291756142,"SenatorEnzi","E000285","Michael B. Enzi","M","sen","Republican",15416
1071402577,"SenatorFischer","F000463","Deb Fischer","F","sen","Republican",13264
1061029050,"SenatorHeitkamp","H001069","Heidi Heitkamp","F","sen","Democrat",16006
78403308,"SenatorIsakson","I000055","Johnny Isakson","M","sen","Republican",22197
211588974,"SenatorKirk","K000360","Mark Kirk","M","sen","Republican",39505
225921757,"SenatorLankford","L000575","James Lankford","M","sen","Republican",16182
242836537,"SenatorLeahy","L000174","Patrick J. Leahy","M","sen","Democrat",34179
18695134,"SenatorMenendez","M000639","Robert Menendez","M","sen","Democrat",52242
16789970,"SenatorReid","R000146","Harry Reid","M","sen","Democrat",305128
1096059529,"SenatorRisch","R000584","James E. Risch","M","sen","Republican",11277
2955485182,"SenatorRounds","R000605","Mike Rounds","M","sen","Republican",4030
47975734,"SenatorSessions","S001141","Jeff Sessions","M","sen","Republican",46142
109287731,"SenatorShaheen","S001181","Jeanne Shaheen","F","sen","Democrat",25015
515822213,"SenatorTester","T000464","Jon Tester","M","sen","Democrat",5130
217543151,"SenatorTimScott","S001184","Tim Scott","M","sen","Republican",108871
60828944,"SenatorTomUdall","U000039","Tom Udall","M","sen","Democrat",21022
264219447,"SenatorWicker","W000437","Roger F. Wicker","M","sen","Republican",19001
224285242,"SenBennetCo","B001267","Michael F. Bennet","M","sen","Democrat",24676
20597460,"SenBillNelson","N000032","Bill Nelson","M","sen","Democrat",42106
278124059,"SenBlumenthal","B001277","Richard Blumenthal","M","sen","Democrat",31218
171598736,"SenBobCasey","C001070","Robert P. Casey, Jr.","M","sen","Democrat",28339
73303753,"SenBobCorker","C001071","Bob Corker","M","sen","Republican",46194
2167097881,"SenBookerOfc","B001288","Cory A. Booker","M","sen","Democrat",2349
1262099252,"SenBrianSchatz","S001194","Brian Schatz","M","sen","Democrat",6271
193794406,"SenCapito","C001047","Shelley Moore Capito","F","sen","Republican",14918
435500714,"SenCoonsOffice","C001088","Christopher A. Coons","M","sen","Democrat",4098
235217558,"SenCoryGardner","G000562","Cory Gardner","M","sen","Republican",13330
212262370,"SenDanCoats","C000542","Daniel Coats","M","sen","Republican",23585
2891210047,"SenDanSullivan","S001198","Daniel Sullivan","M","sen","Republican",2734
2863210809,"sendavidperdue","P000612","David Perdue","M","sen","Republican",5382
266133081,"SenDeanHeller","H001041","Dean Heller","M","sen","Republican",20852
216503958,"SenDonnelly","D000607","Joe Donnelly","M","sen","Democrat",18858
476256944,"SenFeinstein","F000062","Dianne Feinstein","F","sen","Democrat",64412
236511574,"SenGaryPeters","P000595","Gary Peters","M","sen","Democrat",11883
72198806,"SenGillibrand","G000555","Kirsten E. Gillibrand","F","sen","Democrat",159854
486694111,"SenJackReed","R000122","Jack Reed","M","sen","Democrat",16285
29201047,"SenJeffMerkley","M001176","Jeff Merkley","M","sen","Democrat",37368
202206694,"SenJohnBarrasso","B001261","John Barrasso","M","sen","Republican",23542
382791093,"SenJohnHoeven","H001061","John Hoeven","M","sen","Republican",14885
19394188,"SenJohnMcCain","M000303","John McCain","M","sen","Republican",1988092
296361085,"SenJohnThune","T000250","John Thune","M","sen","Republican",40346
2856787757,"SenJoniErnst","E000295","Joni Ernst","F","sen","Republican",9186
1267940407,"SenKaineOffice","K000384","Tim Kaine","M","sen","Democrat",3496
88784440,"SenMikeLee","L000577","Mike Lee","M","sen","Republican",204352
262756641,"SenOrrinHatch","H000338","Orrin G. Hatch","M","sen","Republican",15236
75364211,"SenPatRoberts","R000307","Pat Roberts","M","sen","Republican",19003
18915145,"SenRobPortman","P000449","Rob Portman","M","sen","Republican",48854
233737858,"SenRonJohnson","J000293","Ron Johnson","M","sen","Republican",30955
229966028,"SenRubioPress","R000595","Marco Rubio","M","sen","Republican",19715
29442313,"SenSanders","S000033","Bernard Sanders","M","sen","Independent",1203064
2962923040,"SenSasse","S001197","Ben Sasse","M","sen","Republican",6303
17494010,"SenSchumer","S000148","Charles E. Schumer","M","sen","Democrat",125204
21111098,"SenShelby","S000320","Richard C. Shelby","M","sen","Republican",21047
43910797,"SenSherrodBrown","B000944","Sherrod Brown","M","sen","Democrat",53023
76456274,"SenStabenow","S000770","Debbie Stabenow","F","sen","Democrat",23068
1074480192,"SenTedCruz","C001098","Ted Cruz","M","sen","Republican",647230
555474658,"SenThadCochran","C000567","Thad Cochran","M","sen","Republican",17776
2964174789,"senthomtillis","T000476","Thom Tillis","M","sen","Republican",7051
968650362,"SenTomCotton","C001095","Tom Cotton","M","sen","Republican",34346
221162525,"SenToomey","T000461","Patrick J. Toomey","M","sen","Republican",37709
970207298,"SenWarren","W000817","Elizabeth Warren","F","sen","Democrat",413181
242555999,"SenWhitehouse","W000802","Sheldon Whitehouse","M","sen","Democrat",24954
18916432,"SpeakerRyan","R000570","Paul Ryan","M","rep","Republican",550378
2724095695,"staceyplaskett","P000610","Stacey E. Plaskett","F","rep","Democrat",1056
11651202,"SteveDaines","D000618","Steve Daines","M","sen","Republican",6490
48117116,"SteveKingIA","K000362","Steve King","M","rep","Republican",27298
2974648323,"SteveKnight25","K000387","Stephen Knight","M","rep","Republican",730
1209417007,"SteveScalise","S001176","Steve Scalise","M","rep","Republican",13171
1074101017,"SusanWBrooks","B001284","Susan W. Brooks","F","rep","Republican",6446
3091316093,"teammoulton","M001196","Seth Moulton","M","rep","Democrat",1737
237348797,"TGowdySC","G000566","Trey Gowdy","M","rep","Republican",248654
3145255727,"TiberiPress","T000462","Patrick J. Tiberi","M","rep","Republican",8
17544524,"ToddRokita","R000592","Todd Rokita","M","rep","Republican",11588
23124635,"TomColeOK04","C001053","Tom Cole","M","rep","Republican",7871
23970171,"TomRooney","R000583","Thomas J. Rooney","M","rep","Republican",14389
1064206014,"TulsiPress","G000571","Tulsi Gabbard","F","rep","Democrat",14045
1058051748,"TXRandy14","W000814","Randy K. Weber Sr.","M","rep","Republican",4904
2482022082,"USRepDavidJolly","J000296","David W. Jolly","M","rep","Republican",2370
2861616083,"USRepGaryPalmer","P000609","Gary J. Palmer","M","rep","Republican",2308
1880674038,"USRepKCastor","C001066","Kathy Castor","F","rep","Democrat",3298
232992031,"USRepKeating","K000375","William R. Keating","M","rep","Democrat",6111
1444015610,"USRepLong","L000576","Billy Long","M","rep","Republican",3618
39249305,"USRepMikeDoyle","D000482","Michael F. Doyle","M","rep","Democrat",7694
239905257,"USRepRHinojosa","H000636","Rubén Hinojosa","M","rep","Democrat",8023
1055685948,"USRepRickNolan","N000127","Richard M. Nolan","M","rep","Democrat",4702
1382011333,"USRepRodney","F000372","Rodney P. Frelinghuysen","M","rep","Republican",2492
20467163,"VernBuchanan","B001260","Vern Buchanan","M","rep","Republican",16916
16256269,"VirginiaFoxx","F000450","Virginia Foxx","F","rep","Republican",13577
22012091,"WhipHoyer","H000874","Steny H. Hoyer","M","rep","Democrat",53433
240812994,"YvetteClarke","C001067","Yvette D. Clarke","F","rep","Democrat",12680
