"id","user_id","created_at","lang","text","bullying_traces","type","form","teasing","author_role","emotion"
100034642249383936,273663386,"2011-08-07 02:44:51","pt","parei com Bully, vou ver filme hah beijos","n","","","","",""
100034787238088704,16537302,"2011-08-07 02:45:26","en","Wiretapping eavesdropping Drugs $$$ Laundering  Bullying @USER is what @USER does in his spare time  tinyurl.com/6aq8ewu","y","report","other","n","reporter","none"
100034824227651584,134227225,"2011-08-07 02:45:35","en","@USER my fav episode is Coco and you at the dog park where you are listening like a bully lol","n","","","","",""
100034829265022976,104619496,"2011-08-07 02:45:36","pt","O papo sobre bullying esta interessante.","n","","","","",""
100034839289397248,106778773,"2011-08-07 02:45:38","pt","se a @USER não parar com o bullying, eu ligo pro disk denuncia, É CAPAZ DE ELES FALAREM Q EU Q TO ERRADA SÓ PQ ELA É PRETA","n","","","","",""
100034860940398592,285411359,"2011-08-07 02:45:44","pt","aaaii meu Deus! Estou morrendo! Comi dois pedaços de pizzas que me fez mal [ comi rápido, justificado ] e sofri bullying !","n","","","","",""
100034891252637696,189754469,"2011-08-07 02:45:51","in","Tak peduli ku di bully, omongan lo gue beli B) ~ @USER","n","","","","",""
100034901809709056,105639766,"2011-08-07 02:45:53","en","man @USER just a bully ! hmphh ! but he did teach me how to kick ppl ! (:","y","report","other","n","reporter","relief"
100035120190324736,316843661,"2011-08-07 02:46:45","pt","bulling não leva a lugar nenhum .","n","","","","",""
100035561632440320,27168352,"2011-08-07 02:48:31","es","#juegosdecolegio Cuando me encerraban en el armario y le daban vueltas hasta que quedara con graves contusiones. Bullying mode on (broma)","n","","","","",""
100035831561064448,27336825,"2011-08-07 02:49:35","en","@USER hahahaha you are a professional bully since a kid, now everything makes sense.","y","accusation","other","y","accuser","none"
100036031054741504,16537302,"2011-08-07 02:50:23","en","@USER @USER the fruit doesn't fall far fr the tree r u into bullying & stalking & voyeurism like ur dad? Living a dbl life","n","","","","",""
100036096196489216,142045154,"2011-08-07 02:50:38","en","@USER is bullying me :'(","y","self-disclosure","other","n","victim","sadness"
100036523881283584,292686462,"2011-08-07 02:52:20","en","#Nw documental del bulling","n","","","","",""
100036720262782976,259050065,"2011-08-07 02:53:07","en","Good role models @USER & @USER yes bullying is very dumb and certainly not necessary!","n","","","","",""
100036768950267904,137137508,"2011-08-07 02:53:18","es","@USER ese tambien lo deberia de estar viendo iker, eso del bulling se le daaa al chavo","n","","","","",""
100036810570350592,67918587,"2011-08-07 02:53:28","pt","até minha mãe fazendo bulling contra mim, vê se pode","n","","","","",""
100037178100424704,111961530,"2011-08-07 02:54:56","pt","@USER @USER Astolfo Hitler?! Essa criança vai sofrer Bullying!!!!!","n","","","","",""
100037251567845376,300872135,"2011-08-07 02:55:14","pt","@USER kkkk sempre tive... Ja fui hakeado e tudo essa eh a 2 conta kkkk.... Bullying to disponivel","n","","","","",""
100037346971492352,298792568,"2011-08-07 02:55:36","en","their should be a weight limit for bully button rings","n","","","","",""
100037377669599232,127153575,"2011-08-07 02:55:44","en","@USER sweet!! I play soccer&dance; I'm Canadian ; been bullied for 5 years. ; saw gaga at the mmvas (:","y","self-disclosure","other","y","victim","none"
100037743102537728,94480323,"2011-08-07 02:57:11","en","@USER Then that's called bullying and taking advantage of you. Accepting then taking advantage.","n","","","","",""
100038067930406912,292425981,"2011-08-07 02:58:28","en","bully beatdown! MTV","n","","","","",""
100038199497326592,165765821,"2011-08-07 02:59:00","en","Met the funniest girl ever tonight. To laugh at. Is that bullying? Idk but she was funny","y","self-disclosure","other","n","bully","none"
100038488535220224,49122475,"2011-08-07 03:00:08","pt","@USER HTTPLINK - SUAHSHUASUAH' Lady Gaga sofrendo bullying *como sempre* XD","y","report","other","y","reporter","none"
100038577232158720,220102014,"2011-08-07 03:00:30","en","Christian Right Calls Al Franken a Liberal Bully for Exposing Their Big Lie HTTPLINK","y","report","other","n","reporter","none"
1.00039009451e+17,35877580,"2011-08-07 03:02:13","en","Yo nothing gets me more fucking pissed off then when my brother tells me he's getting bullied","y","report","other","n","reporter","anger"
100039233917558784,29777206,"2011-08-07 03:03:06","pt","@USER sepa eu vou pro sj ano que vem ai eu vou ser da sua classe kkkk mas tem mt gente que me odeia la e eu vou sofer bullying","n","","","","",""
100039540072394752,35877580,"2011-08-07 03:04:19","en","I fucking hate bullying, especially to my little brother I dealt with that shit all the time when I was little & never had a big brother","y","self-disclosure","other","n","victim","anger"
100039588722130944,278801935,"2011-08-07 03:04:31","en","Tired of bullying? Then sign @USER Twition it's taken away TO many lives and it NEEDS to stop!!! #StopBullying #stopcyberbullying","n","","","","",""
100039652005789696,43137659,"2011-08-07 03:04:46","en","I've fortunately never been bullied. Just about 3 catty girl scenarios.But I always had people around so it's cool #SaturdayNightConfessions","y","self-disclosure","other","n","victim","relief"
100039724953116672,282806822,"2011-08-07 03:05:03","en","I'm Only Human After All by Alex I. Rogers HTTPLINK  A compelling story about the reality of #bullying in #schools. #Readinglist","n","","","","",""
100039725431271424,282806822,"2011-08-07 03:05:03","en","I'm Only Human After All by Alex I. Rogers HTTPLINK  A compelling story about the reality of #bullying in #schools. #Readinglist","n","","","","",""
100039850559938560,201534507,"2011-08-07 03:05:33","en","Vintage bully #onmyblacktieshit","n","","","","",""
100040050074587136,94335440,"2011-08-07 03:06:21","pt","Só tuito coisa inutil. u.u UASHUASHASUHSU. isso se chama auto-bullying. n pratiquem isso em casa. :/","n","","","","",""
100040145750859776,218687288,"2011-08-07 03:06:44","es","Víctima de bullying le dice a todos los chicos,  vía @USER","n","","","","",""
100040179909279744,312797421,"2011-08-07 03:06:52","pt","É bullying voce ir na aula em plena segunda feira.","n","","","","",""
100040264630009856,241173878,"2011-08-07 03:07:12","en","Cyber bulling &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;","n","","","","",""
100040768407871488,96506402,"2011-08-07 03:09:12","es","@USER pero si tu eres la reina del bullying...como tan sensible XD","n","","","","",""
100040930966519808,20163962,"2011-08-07 03:09:51","en","Speaking to someone who lives in Tottenham. He is appalled by the barbaric actions,says that this Mark dude was a complete bully! #tottenham","y","report","other","n","reporter","none"
100040974964756480,45382634,"2011-08-07 03:10:01","en","alme :c bullying  ami 77 (@USER live on HTTPLINK)","n","","","","",""
100041189029462016,34548105,"2011-08-07 03:10:52","en","I'm glad that bullying in the workplace is being addressed. It's an age-old problem that many organizations have... HTTPLINK","n","","","","",""
100041273242697728,152350370,"2011-08-07 03:11:12","pt","repostaram meu primeiro gif que bullying é esse","n","","","","",""
100041432865320960,104603851,"2011-08-07 03:11:50","pt","@USER bullying mesmo foi você falando que parecia que a menina tava num ensaio, nao cantando pro show o:","n","","","","",""
100041454600208384,29320333,"2011-08-07 03:11:56","en","The mean bully girl from the old neighborhood sent me ANOTHER FB friends request.","y","report","other","n","reporter","none"
100041703456645120,203695474,"2011-08-07 03:12:55","pt","Miley NUNCA usa as cores azul e laranja num mesmo look, pois eram a cor do uniforme da escola onde sofreu bullying. #MileyFacts","n","","","","",""
100041723618672640,52127240,"2011-08-07 03:13:00","pt","não, to tão feia que é bullying dar risada","n","","","","",""
100041745852678144,48871798,"2011-08-07 03:13:05","pt","gente o @USER ta praticando bullying cmg","n","","","","",""
100041979714469888,217055707,"2011-08-07 03:14:01","in","@USER kan ega mau bully gue lagi, puasa ga puasa O:)","n","","","","",""
100042033472872448,33756007,"2011-08-07 03:14:14","en","funny how the person that bullies you in elementary is ugly as fuck in high school, and your high school bully, a loser in college...","y","self-disclosure","other","n","defender","none"
100042108563496960,276130266,"2011-08-07 03:14:32","pt","Bullying: O gesto mais idiota, estúpido e irracional que um ser humano pode praticar.","n","","","","",""
100042108563496960,276130266,"2011-08-07 03:14:32","pt","Bullying: O gesto mais idiota, estúpido e irracional que um ser humano pode praticar.","n","","","","",""
100042108563496960,276130266,"2011-08-07 03:14:32","pt","Bullying: O gesto mais idiota, estúpido e irracional que um ser humano pode praticar.","n","","","","",""
100042108563496960,276130266,"2011-08-07 03:14:32","pt","Bullying: O gesto mais idiota, estúpido e irracional que um ser humano pode praticar.","n","","","","",""
100042136497557504,153510991,"2011-08-07 03:14:38","pt","Sofro #bullying da câmera fotográfica.","n","","","","",""
100042198631985152,149256114,"2011-08-07 03:14:53","es","Acabo de sufrir Pre- Bulling escolar gracias a @USER , amenaza con robarme mi lunch :(","n","","","","",""
100042498755395584,53181356,"2011-08-07 03:16:05","pt","@USER @USER @USER @USER nossa foto saiu na revista do rio branco na parte de bullying o.O","n","","","","",""
100042585925627904,115757888,"2011-08-07 03:16:25","es","@USER @USER perdoname :( no puedo vivir sin hacer bullying es parte de mi! jajajajaja","n","","","","",""
100042887806464000,235363607,"2011-08-07 03:17:37","en","I believe in Free speach, I dont believe in offensive speach,or bullying,or think'g that a zillion tweets means they are always right","n","","","","",""
100042898988474368,132128462,"2011-08-07 03:17:40","en","#itreallymakesmemad when ppl bully. I don't care who it is, what medium, or why you're doing it. It's wrong and needs to stop. That is all.","n","","","","",""
100043300664381440,35556923,"2011-08-07 03:19:16","es","@USER No entendí, pero no importa, sigues siendo imbécil. Te dije que me encanta hacerte bullying, niña rara?","n","","","","",""
100043446403858432,95340262,"2011-08-07 03:19:51","en","This nigga @USER just tried to bully me for my Mucho Mango Arizona","y","self-disclosure","other","n","victim","none"
100043454377246720,179714981,"2011-08-07 03:19:52","pt","Tem Bulliyng no Chaves,na Turma da Monica e etc.O Bullying sempre existiu,mas pq so agora q se fala nisso?","n","","","","",""
100043473897533440,167590350,"2011-08-07 03:19:57","en","Nick Mara is nowhere near a douchebag. He's the sweetest boy ever. He loves his fans. He's against bullying. How's that being a douchebag?","n","","","","",""
100044115865116672,349458368,"2011-08-07 03:22:30","en","@USER okay . Shoot me ! Cuz your making it seem that i shouldnt live anymore. Whos the bully now?","y","accusation","other","n","accuser","none"
100044191748464640,223020169,"2011-08-07 03:22:48","en","California Bully Cr: CBC ADOPTION EVENT....SUNDAY 10-3....PETCO REDLANDS, CA 10-3 HTTPLINK","n","","","","",""
100044326754721792,125725726,"2011-08-07 03:23:20","en","Marcus The Bully .","y","report","other","n","reporter","none"
100044410020036608,89049666,"2011-08-07 03:23:40","en","Sofro Bulling No Chat u_u","n","","","","",""
100044565544845312,324881697,"2011-08-07 03:24:17","en","I HATE WHEN PEOPLE ALWAYS. GET BULLIED 4 NO REASON AT ALL :( :( I DON'T LIKE IT","n","","","","",""
100044756586991616,59813868,"2011-08-07 03:25:03","en","my anut is in the hospital and might die, and my cousin just got cyberbulled and crying her eyes out. &lt;/3","y","report","cyberbullying","n","reporter","none"
100044763717308416,80938358,"2011-08-07 03:25:05","es","@USER sasame me hizo bulling","n","","","","",""
100044804137828352,22570918,"2011-08-07 03:25:14","en","Just had my first experience watching 18 minutes of Basketball Wives. Tami is a bully, and I can't waste my life on this. #WildWingBack","y","report","other","n","reporter","none"
100044913932111872,315313741,"2011-08-07 03:25:40","en","People don't know when 2 stop!!! People need stop bullying it is getting annoying!!!","y","report","other","n","reporter","none"
100044940834373632,62138119,"2011-08-07 03:25:47","pt","Quem sofre bullying é o menino do número 24 da chamada da sala de aula.","n","","","","",""
100044955904507904,75822523,"2011-08-07 03:25:50","en","#Itreallymakesmemad When people bully. smh.","n","","","","",""
100045033813708800,74179828,"2011-08-07 03:26:09","es","Víctima de bullying le dice a todos los chicos, ""No estás solo"" [VIDEO] HTTPLINK via @USER","n","","","","",""
100045291343986688,105999332,"2011-08-07 03:27:10","en","@USER deja me hecho cutthroat primero bully","n","","","","",""
100045296255504384,147276955,"2011-08-07 03:27:12","pt","@USER HSUAHUSHAUIHSUAIHSUAHUi tu naõ vale nada Dri kkkk fazem sim, você todas fazem bullying com ele kkk","n","","","","",""
100046243719413760,153288632,"2011-08-07 03:30:57","in","@USER @USER @USER @USER g lh yov nek di bully..plg2 km t jdno PAq :p","n","","","","",""
100046414993825792,156729678,"2011-08-07 03:31:38","pt","mano meu olho tava ardendo pra kct, ai a @USER resolveu se aproveitar da minha incapacidade visual U-U bULLYING","n","","","","",""
100046810856439808,259515505,"2011-08-07 03:33:13","en","Bully taking my tracks out & I'm fallin to sleep","n","","","","",""
100046903462477824,24911804,"2011-08-07 03:33:35","en","I stopped being a bully 2 weeks ago.","y","self-disclosure","other","n","bully","none"
100046995078647808,20163962,"2011-08-07 03:33:57","en","@USER no, but a close friend has known him since primary school and they were neighbors. Said he was defo a drug dealer and a bully.","y","report","other","n","reporter","none"
100046996303396864,287369265,"2011-08-07 03:33:57","es","URGENTE EDUCACIÓN PARA LA CLASE POLITICA !!! NO MAS BULLING !!","n","","","","",""
100046998425706496,288472341,"2011-08-07 03:33:57","en","cyber bulling....i peep.finally i realize im not the only one good at it.lol.","y","self-disclosure","cyberbullying","y","bully","none"
100047319629709312,245078965,"2011-08-07 03:35:14","en","where my bully at ? , the negro been mia .","n","","","","",""
100047356380196864,256713706,"2011-08-07 03:35:23","pt","sofri muito bullying hoje :((((","n","","","","",""
100047368610779136,280944379,"2011-08-07 03:35:26","tl","@USER alolololol tuition hahahaha bah.loveyouforevermore. kan bully org ku arh arcade haha","n","","","","",""
100047699897880576,255054119,"2011-08-07 03:36:45","en","@USER I know xD I am not a bully, you are the bullly :P Don't make me go all Destrey on you xD","y","denial","other","y","bully","none"
100047905024516096,40194329,"2011-08-07 03:37:34","es","@USER un día se danzara del bullying y hará una masacre(?) D:","n","","","","",""
100047975677558784,280943837,"2011-08-07 03:37:50","en","@USER getitng abuse,bullied,called a slut and a whore and other shit because i said no to some1 who aksed me out...","y","self-disclosure","verbal","n","victim","sadness"
100048051841925120,110433742,"2011-08-07 03:38:09","pt","Imaginar ser  pobre, negro, gay, gordo,feio e nerd. Que desgraça que deve ser. E voce ainda reclama de bullying...","n","","","","",""
100048222055170048,16033567,"2011-08-07 03:38:49","en","8/3 Half-Brother Testifies McInerney Molested As Child HTTPLINK #Gay #GLBT #LGBT #Bullying #Murder #BrandonMcInerney #LarryKing","n","","","","",""
100048252140916736,100328726,"2011-08-07 03:38:56","en","@USER Almost makes me want to cyber bully that person off Twitter but he'd just come back with a new name & an old bag of tricks.","y","report","cyberbullying","n","reporter","none"
100048332772216832,255586687,"2011-08-07 03:39:16","en","@USER bully , inns report yu to the Twitter authorities","y","accusation","cyberbullying","n","accuser","none"
100048456961363968,89030268,"2011-08-07 03:39:45","en","Bully ! ! !  @USER","n","","","","",""
100048519896903680,46988662,"2011-08-07 03:40:00","pt","alooooooka. dar unfollow ée bulling. Vaaaai dar cadeia.","n","","","","",""
100048677850193920,46708125,"2011-08-07 03:40:38","pt","Sacanear Palmeirense é Bullying, sacanear Tricolor é Homofobia e sacanear Santista leva um processo no PROCON, pq ""freguês"" tem sempre razão","n","","","","",""
100048730690039808,193822644,"2011-08-07 03:40:50","pt","@USER  EU COMENTENDO BULLING CONTRA VC? onde? quando? cadê?","n","","","","",""
100049015697190912,123910569,"2011-08-07 03:41:58","in","@USER swt kamu yg bully aku!","n","","","","",""
100049017106472960,148988400,"2011-08-07 03:41:59","pt","@USER @USER hauhauahu porque sempre sobra pra mim? ): sério, isso é bullying","n","","","","",""
100049441834278912,20963110,"2011-08-07 03:43:40","en","@USER @USER @USER She is clueless about bullying","y","report","other","n","reporter","none"
100049469378277376,248918041,"2011-08-07 03:43:46","en","“Never be bullied into silence. Never allow yourself to be made a victim. Don't accept anyone's definition of your life; define yourself.”","n","","","","",""
100049469378277376,248918041,"2011-08-07 03:43:46","en","“Never be bullied into silence. Never allow yourself to be made a victim. Don't accept anyone's definition of your life; define yourself.”","n","","","","",""
100049469378277376,248918041,"2011-08-07 03:43:46","en","“Never be bullied into silence. Never allow yourself to be made a victim. Don't accept anyone's definition of your life; define yourself.”","n","","","","",""
100049469378277376,248918041,"2011-08-07 03:43:46","en","“Never be bullied into silence. Never allow yourself to be made a victim. Don't accept anyone's definition of your life; define yourself.”","n","","","","",""
100049477653639168,329435483,"2011-08-07 03:43:48","en","@USER no what happened? I saw that she created it to Bully someone... And apparently bully is not in the dictionary ""Billy""","y","report","other","n","reporter","none"
100049689579237376,241324787,"2011-08-07 03:44:39","en","@USER you're sounding like a bully","y","accusation","other","n","accuser","none"
100049738195419136,44631740,"2011-08-07 03:44:51","en","BIATCH stop bullying @USER !!! WE DON'T LIKE U!!!","y","self-disclosure","other","n","defender","anger"
100049839949221888,110032215,"2011-08-07 03:45:15","es","@USER ¿merece solo un bullying? ese tipo de frases en otros países se castiga con pena de cárcel.","n","","","","",""
100049867547754496,83734029,"2011-08-07 03:45:21","en","Izzy is a bully :( lmao.","y","report","other","n","reporter","none"
100050226752131072,60146028,"2011-08-07 03:46:47","pt","@USER JÁ DISSE QUE SOU EU NESSA FOTO, ISSO É BULLYING","n","","","","",""
100050384889974784,16033567,"2011-08-07 03:47:25","en","8/5 Relatives Father Violent Even In Practical Jokes HTTPLINK #Gay #GLBT #LGBT #Bullying #Murder #BrandonMcInerney #LarryKing","n","","","","",""
100050509133660160,97133745,"2011-08-07 03:47:54","es","@USER @USER  100% de acuerdooo bullying a alita millanir, por no respetar la libertad a la critica","n","","","","",""
100050551600984064,117857551,"2011-08-07 03:48:05","pt","Bullying p mim e coisa de favela tipo @USER (cuca) sabe gente ignoram so querem bater nossa carteira","n","","","","",""
100050569045098496,161147594,"2011-08-07 03:48:09","es","#juegosdecolegio hacer Bullying (6) #porquenoeramalo :D ajjajajajaja","n","","","","",""
100050610363179008,147799118,"2011-08-07 03:48:19","es","@USER  Quizas no sabes lo que es tener cáncer, tampoco te lo deseo. Pero te mereces un bulling monumental por tus dichos.","n","","","","",""
100050622463754240,243673727,"2011-08-07 03:48:21","es","@USER otra vez con el bulling :)","n","","","","",""
100050740822806528,16531571,"2011-08-07 03:48:50","es","Una RN ""presidenta de distrito"" @USER que se burla de una persona porque tuvo cáncer. Creo que te mereces un bullying de aquellos.","n","","","","",""
100050747437228032,41524583,"2011-08-07 03:48:51","en","@USER lol I don't feel bullied, my head just gets real hot LOL","y","self-disclosure","other","y","victim","none"
100050784728793088,137540455,"2011-08-07 03:49:00","pt","Bullying com os primos mais novos. #EuPratico","n","","","","",""
100051256965464064,174088865,"2011-08-07 03:50:53","en","Going out tonight with a lil bully smh","n","","","","",""
100051954193014784,305980693,"2011-08-07 03:53:39","en","I hate it when people are bullied for things that they can't do anything about
#SaturdayNightConfessions","n","","","","",""
100052185009762304,16033567,"2011-08-07 03:54:34","en","Follow News Reports Of #BrandonMcInerney Shooting Death Of #LarryKing Trial HTTPLINK #Gay #GLBT #LGBT #Bullying #Murder","n","","","","",""
100052289687007232,205521169,"2011-08-07 03:54:59","en","@USER someone bully me............ :'(","y","self-disclosure","other","n","victim","sadness"
100052486915760128,280824036,"2011-08-07 03:55:46","en","Roz Got Bullied","y","report","other","n","reporter","none"
100052706374324224,57354610,"2011-08-07 03:56:38","pt","Sinceramente? Não acho a Megan Fox isso TUDO u_u *e lá vai começar o bullying virtual à minha pessoa* *não me batam*","n","","","","",""
100052887878643712,52426295,"2011-08-07 03:57:22","es","""@USER: Una RN ""presidenta de distrito"" @USER que se burla de una persona porque tuvo cáncer. te mereces un bullying.""","n","","","","",""
100053437265350656,259213973,"2011-08-07 03:59:33","en","the hyungs are bullying po! making him fold their socks?","y","report","other","n","reporter","none"
100053483864076288,273425709,"2011-08-07 03:59:44","en","My VIV moment - an article on my anti-bully efforts. Please read and share!: HTTPLINK","n","","","","",""
100053548787699712,284491823,"2011-08-07 03:59:59","en","Childhood obesity is accompanied by risk of psychosocial problems: low esteem, social isolation, schoolyard bullying (Wake et al., 2002)","n","","","","",""
100053565875302400,16445991,"2011-08-07 04:00:03","en","Father's time with children affects bullying.HTTPLINK","n","","","","",""
100053587413045248,303318958,"2011-08-07 04:00:08","es","@USER claro soi bictima de bullying por twitt! @USER  @USER","n","","","","",""
100053770137903104,59847238,"2011-08-07 04:00:52","pt","@USER aaaaaaaaaaah, que bullying, só porque queria assistyir --'","n","","","","",""
100053952262979584,42077605,"2011-08-07 04:01:35","en","@USER who bullied her?","n","","","","",""
100054657757483008,348917621,"2011-08-07 04:04:23","en","@USER me too!![x I miss second grade cause I started getting bullied at 3rd grade /x","y","self-disclosure","other","n","victim","none"
100055035387449344,218633851,"2011-08-07 04:05:54","es","Noche de Pandas y Bullying &gt;.&lt;","n","","","","",""
100055190069186560,79767183,"2011-08-07 04:06:30","pt","@USER fala pra sua mae que issae é bullying","n","","","","",""
100055294280871936,345133064,"2011-08-07 04:06:55","in","Itu sekolah ya bukan tempat bully! Ga jauh kaya neraka","n","","","","",""
100055642991116288,114256111,"2011-08-07 04:08:18","pt","Forevers alones são sofredores de bullying..","n","","","","",""
100055677917085696,337887596,"2011-08-07 04:08:27","en","#Twitition To End Bullying. HTTPLINK @USER","n","","","","",""
100055913309802496,55121564,"2011-08-07 04:09:23","pt","isso é bullying vo conta p minha mae","n","","","","",""
100056007551623168,337518446,"2011-08-07 04:09:45","en","SIGN IT MAKE A CHANGE STOP BULLYING HTTPLINK","n","","","","",""
100056051721842688,73620140,"2011-08-07 04:09:56","in","@USER bullying kalian kmrn udh cukup menjadi surprise tersendiri buat gue ‎​(˘̩̩̩⌣˘̩̩̩ƪ) Щ(ºДºщ)","n","","","","",""
100056090254917632,55121564,"2011-08-07 04:10:05","en","BULLYING","n","","","","",""
100056232164982784,153463099,"2011-08-07 04:10:39","pt","Eu aqui praticanto bullying com a @USER","n","","","","",""
100056547798941696,202007294,"2011-08-07 04:11:54","pt","aawn.. pq falam tanto da minha voz? isso é bullying gente.. eu acho ela tão linds *-*  hehe","n","","","","",""
100056662018232320,237571636,"2011-08-07 04:12:21","en","I feel like a big bully but I'm only 5'5 so how can soo much anger exist in me.??","y","self-disclosure","other","n","bully","anger"
100056747816910848,162138018,"2011-08-07 04:12:42","ja","◆ふしぎなすぎる　29歳　▼ (2:00) #nicovideo #sm14882196 HTTPLINK うわああすぎるうううう！！！すぎるううう！！！BULLYｗｗｗポニキｗｗｗフカキョンｗｗｗｗピカチュウｗｗｗｗなつかしいなあ！！！","n","","","","",""
100056751289810944,234609466,"2011-08-07 04:12:43","pt","Responder diretora  é  bullying? ATÁ então  o que é Humilhação? HEIN W.P.M?","n","","","","",""
100056765600763904,146942505,"2011-08-07 04:12:46","es","Mi papá me webea porque quedé llorando ya que me mintió...es bullying.","n","","","","",""
100056792842768384,348660676,"2011-08-07 04:12:53","en","Surveys Show That  77%  of students are bullied mentally, verbally, & physically. #LetsEndALLBullying","n","","","","",""
100056937881808896,52977578,"2011-08-07 04:13:27","in","Kenapa jadi gini sih. becandaan kok di bawa serius, jadi menimbulkan cyber bully -_- *cobaan puasa","n","","","","",""
100057410680532992,40875530,"2011-08-07 04:15:20","en","Wisconsin Business Bullied by Unions – Forced to Cancel Tea Party Rally Location HTTPLINK #moonbattracker","n","","","","",""
100057450723540992,348660676,"2011-08-07 04:15:29","en","Every 7 minutes a child is bullied. Adult intervention - 4%. Peer intervention - 11%. No intervention - 85%. #LetsEndALLBullying","n","","","","",""
100057880383852544,80938358,"2011-08-07 04:17:12","es","@USER de verdad ¬.¬ me hizo bulling","n","","","","",""
100058993505992704,231075169,"2011-08-07 04:21:37","en","To End Bullying. HTTPLINK","n","","","","",""
100059081720610816,4375431,"2011-08-07 04:21:58","en","@USER Is it fantasy to think Hillary would be knocking heads together and using the power of the bully pulpit to expose R bad faith?","n","","","","",""
100059142034690048,58448257,"2011-08-07 04:22:13","en","#ReallyDude , you say you're tired of pain and hurt, after you basically cyber bully me? #itreallymakesmemad when people are hypocrites.","y","self-disclosure","verbal","n","victim","none"
100059334486147072,53801768,"2011-08-07 04:22:59","es","@USER famosilla!!! por el talento del bullying!!!","n","","","","",""
100059470117343232,83417273,"2011-08-07 04:23:31","es","cuidado con hacer bullying cabros que se enoja Mr Rojas XD (@USER live on HTTPLINK)","n","","","","",""
100059580817608704,89649940,"2011-08-07 04:23:57","in","@USER @USER @USER Eh,,gw g ikutan bully lo,lo dah pnuh dg bully an","n","","","","",""
100059834526867456,328248623,"2011-08-07 04:24:58","en","@USER it does suck... Ibeen getting bullied my whole life","y","self-disclosure","other","n","victim","sadness"
100059935362138112,84439959,"2011-08-07 04:25:22","pt","#bulinar e o ato de praticar o #bullying","n","","","","",""
100060136483201024,173774422,"2011-08-07 04:26:10","in","@USER @USER @USER @USER gtu u.. ok gw ingtn sa.. tnggu aj u, ntr gw bully lgi di hum eli.. Jul n om bntuin gw bully lsa","n","","","","",""
100060828941828096,345886321,"2011-08-07 04:28:55","en","@USER // Well would you prefer being a bully or continue when Daves at Kurts house?","n","","","","",""
100060844817264640,334140926,"2011-08-07 04:28:59","en","@USER  Blair, I just watched ur 10th grade vid. I was bullied when i was little % now im gonna start my own beauty vids @USER","y","self-disclosure","other","n","victim","none"
100060918410526720,31221214,"2011-08-07 04:29:16","en","#Itreallymakesmemad When people think its cool to bully others just to make them look good. #NotCool","n","","","","",""
100061100497833984,154376560,"2011-08-07 04:30:00","en","@USER i can't find the guro one anymore so you can be satisfied with this one HTTPLINK ivan, let me bully you too!!/////","n","","","","",""
100061124594110464,86577261,"2011-08-07 04:30:05","pt","Vontade de dar um chute no meio da fuça desse twitter novo... isso é bullying com a minha pessoa, meu.","n","","","","",""
100061189702299648,135327126,"2011-08-07 04:30:21","pt","@USER eu ia , mas eu sofria bullying naquela igreja e n vou mais '-'  KKKKKKKKKKKKKK","n","","","","",""
100061251576672256,16668511,"2011-08-07 04:30:36","en","Breaking the chain of pain HTTPLINK #abuse #bullying","n","","","","",""
100061319792836608,228182755,"2011-08-07 04:30:52","pt","@USER KKKKKKKKKKKKKKKKKKKKKKKKK APOSTO QUE TU FOI NO GUGROU PRA VER COMO SE ESCREVE BULLYING","n","","","","",""
100061624328658944,149716146,"2011-08-07 04:32:04","pt","quando eu vejo essas essa palavras ""building myself"" eu penso que é ""bullying myself"" rialto","n","","","","",""
100061674614165504,61228040,"2011-08-07 04:32:16","en","Cat, the Neighborhood Bully HTTPLINK","n","","","","",""
100061706453135360,124111091,"2011-08-07 04:32:24","tl","@USER o sya matulog ka na bully!!! Pasalubong ko ha?! :)","n","","","","",""
100061719182835712,187715052,"2011-08-07 04:32:27","pt","@USER oh lerdeza eim??? kkkkkkkkkkk eu falei q eh bullying (n sei escrev) ..  e isso n eh bullying n lerdeza kkkkkkkkk","n","","","","",""
100061738954784768,247984705,"2011-08-07 04:32:32","en","i was threaten that i was gonna be called by the cops, all due cus of cyber bulling","y","self-disclosure","cyberbullying","n","bully","none"
100061752145883136,173322006,"2011-08-07 04:32:35","en","I hate people who bully others for the fun of it. Grow the fuck up and stop spending your daddy's money.","y","report","other","n","reporter","anger"
100062032803540992,347676512,"2011-08-07 04:33:42","pt","Bullying : Quando você esta no onibus e tem um lugar vago no seu lado e as pessoas preferem ficar em pé","n","","","","",""
100062032803540992,347676512,"2011-08-07 04:33:42","pt","Bullying : Quando você esta no onibus e tem um lugar vago no seu lado e as pessoas preferem ficar em pé","n","","","","",""
100062032803540992,347676512,"2011-08-07 04:33:42","pt","Bullying : Quando você esta no onibus e tem um lugar vago no seu lado e as pessoas preferem ficar em pé","n","","","","",""
100062032803540992,347676512,"2011-08-07 04:33:42","pt","Bullying : Quando você esta no onibus e tem um lugar vago no seu lado e as pessoas preferem ficar em pé","n","","","","",""
100062386228166656,86723374,"2011-08-07 04:35:06","pt","""@USER: Bullying : Quando você esta no onibus e tem um lugar vago no seu lado e as pessoas preferem ficar em pé""","n","","","","",""
100062457342590976,69049007,"2011-08-07 04:35:23","es","@USER no hay necesida' me le pego a @USER para ir a delta, verdad que puedo bully?","n","","","","",""
100062653774446592,334706621,"2011-08-07 04:36:10","en","@USER Don't let the boss bully you into overtly dramatic shots and cold leftovers! @USER","y","self-disclosure","other","n","defender","none"
