"source","target"
"235190657","249219716"
"235190657","84620376"
"235190657","26051676"
"235190657","233949261"
"235190657","248699486"
"235190657","240393970"
"235190657","236916916"
"235190657","19929362"
"235190657","76350004"
"235190657","161743731"
"235190657","23976316"
"235190657","19926675"
"235190657","252819642"
"235190657","219429281"
"235190657","235251868"
"235190657","234812598"
"235190657","239871673"
"235190657","248850174"
"235190657","19407835"
"235190657","244268646"
"235190657","33977070"
"235190657","237299871"
"235190657","233693291"
"235190657","234837632"
"235190657","29766367"
"235190657","221793778"
"235190657","15600527"
"235190657","211420609"
"235190657","242873057"
"235190657","234128524"
"235190657","190328374"
"235190657","6577802"
"235190657","237862972"
"235190657","137407124"
"235190657","15356407"
"235190657","21269970"
"235190657","76649729"
"235190657","21157904"
"235190657","211588974"
"235190657","225921757"
"235190657","73303753"
"235190657","19394188"
"235190657","18916432"
"235190657","17544524"
"235190657","23970171"
"235190657","16256269"
"462143773","80612021"
"462143773","24195214"
"462143773","18909919"
"462143773","237770636"
"462143773","339852137"
"462143773","1058717720"
"462143773","133832049"
"462143773","776664410"
"462143773","1092979962"
"462143773","789244177"
"462143773","2970279814"
"462143773","1060984272"
"462143773","467823431"
"462143773","245451804"
"462143773","132201224"
"462143773","1055907624"
"462143773","153944899"
"462143773","1077121945"
"462143773","1055730738"
"462143773","258900199"
"462143773","158398519"
"462143773","1072467470"
"462143773","3044993235"
"462143773","1074129612"
"462143773","234014087"
"462143773","140519774"
"462143773","242555999"
"163570705","82453460"
"163570705","74508260"
"163570705","137823987"
"163570705","30216513"
"163570705","21312077"
"163570705","48086014"
"163570705","14984637"
"163570705","150078976"
"163570705","18137749"
"163570705","188019606"
"163570705","38254095"
"163570705","23600262"
"163570705","432676344"
"163570705","161411080"
"163570705","22812754"
"163570705","80612021"
"163570705","31611298"
"163570705","24195214"
"163570705","15361570"
"163570705","18632666"
"163570705","18909919"
"163570705","231510077"
"163570705","237770636"
"163570705","14135426"
"163570705","108376246"
"163570705","63169388"
"163570705","36686040"
"163570705","92186819"
"163570705","57065141"
"163570705","15764644"
"163570705","242892689"
"163570705","221792092"
"163570705","34972633"
"163570705","1410590874"
"163570705","339852137"
"163570705","29501253"
"163570705","58928690"
"163570705","156333623"
"163570705","199325935"
"163570705","249348006"
"163570705","1051446626"
"163570705","248735463"
"163570705","1531521632"
"163570705","133832049"
"163570705","19318314"
"163570705","161791703"
"163570705","148453195"
"163570705","33576489"
"163570705","162069635"
"163570705","292935209"
"163570705","210926192"
"163570705","787373558"
"163570705","1045110018"
"163570705","789244177"
"163570705","155669457"
"163570705","168673083"
"163570705","1068499286"
"163570705","28599820"
"163570705","122174004"
"163570705","82649553"
"163570705","168502762"
"163570705","1060984272"
"163570705","237944147"
"163570705","88806753"
"163570705","111635527"
"163570705","22669526"
"163570705","24745957"
"163570705","237763317"
"163570705","18566912"
"163570705","1071102246"
"163570705","1623308912"
"163570705","467823431"
"163570705","40302336"
"163570705","22523087"
"163570705","245451804"
"163570705","132201224"
"163570705","85396297"
"163570705","111635980"
"163570705","138770045"
"163570705","50452197"
"163570705","29450962"
"163570705","1260172386"
"163570705","193732179"
"163570705","239949176"
"163570705","2293131060"
"163570705","252819642"
"163570705","2863006655"
"163570705","153944899"
"163570705","1061385474"
"163570705","258900199"
"163570705","153486399"
"163570705","1037321378"
"163570705","242426145"
"163570705","16583468"
"163570705","56864092"
"163570705","84119348"
"163570705","20552026"
"163570705","28602948"
"163570705","267854863"
"163570705","1339931490"
"163570705","112740986"
"163570705","158398519"
"163570705","29766367"
"163570705","25781141"
"163570705","20545793"
"163570705","1080844782"
"163570705","24913074"
"163570705","20002401"
"163570705","137794015"
"163570705","13491312"
"163570705","1074129612"
"163570705","193872188"
"163570705","234014087"
"163570705","140519774"
"163570705","21269970"
"163570705","249410485"
"163570705","193794406"
"163570705","216503958"
"163570705","236511574"
"163570705","72198806"
"163570705","75364211"
"163570705","970207298"
"163570705","1064206014"
"163570705","232992031"
"163570705","39249305"
"163570705","239905257"
"163570705","22012091"
"163570705","240812994"
"162069635","24195214"
"162069635","15361570"
"162069635","231510077"
"162069635","14135426"
"162069635","15764644"
"162069635","33576489"
"162069635","163570705"
"162069635","164007407"
"162069635","40302336"
"162069635","22523087"
"162069635","85396297"
"162069635","138770045"
"162069635","29450962"
"162069635","384913290"
"162069635","258900199"
"162069635","20552026"
"162069635","158398519"
"162069635","20002401"
"162069635","140519774"
"162069635","76649729"
"162069635","73303753"
"162069635","29442313"
"162069635","43910797"
"162069635","39249305"
"162069635","22012091"
"2933760046","15281676"
"2933760046","17976923"
"2933760046","22509548"
"2933760046","19739126"
"2933760046","242926427"
"2933760046","17800215"
"2933760046","15856366"
"2933760046","278145569"
"2933760046","935368364"
"2933760046","27676828"
"2933760046","15160884"
"2933760046","234469322"
"2933760046","2962891515"
"2933760046","2964526557"
"2933760046","960962340"
"2933760046","1051446626"
"2933760046","161791703"
"2933760046","518644221"
"2933760046","2929491549"
"2933760046","2853309155"
"2933760046","2869746172"
"2933760046","834069080"
"2933760046","314205957"
"2933760046","2970279814"
"2933760046","110545675"
"2933760046","1060487274"
"2933760046","234906311"
"2933760046","2953713339"
"2933760046","124224165"
"2933760046","2953974395"
"2933760046","37920978"
"2933760046","32010840"
"2933760046","1908143071"
"2933760046","233949261"
"2933760046","248699486"
"2933760046","198526130"
"2933760046","2862577383"
"2933760046","234812598"
"2933760046","2750127259"
"2933760046","239871673"
"2933760046","1045853744"
"2933760046","19658173"
"2933760046","2966205003"
"2933760046","2964949642"
"2933760046","248850174"
"2933760046","234057152"
"2933760046","2976598347"
"2933760046","2914571740"
"2933760046","33977070"
"2933760046","47798449"
"2933760046","2696643955"
"2933760046","1060370282"
"2933760046","2930635215"
"2933760046","950328072"
"2933760046","213634439"
"2933760046","234837632"
"2933760046","2965083477"
"2933760046","2953922782"
"2933760046","2953494478"
"2933760046","29766367"
"2933760046","221793778"
"2933760046","15600527"
"2933760046","1080844782"
"2933760046","2962813893"
"2933760046","235271965"
"2933760046","234128524"
"2933760046","190328374"
"2933760046","240363117"
"2933760046","237862972"
"2933760046","137407124"
"2933760046","15356407"
"2933760046","266133081"
"2933760046","2856787757"
"2933760046","18916432"
"2933760046","1209417007"
"2933760046","1074101017"
"2933760046","17544524"
"2933760046","2861616083"
"2933760046","1444015610"
"2933760046","16256269"
"292935209","82453460"
"292935209","21312077"
"292935209","48086014"
"292935209","188019606"
"292935209","23600262"
"292935209","432676344"
"292935209","161411080"
"292935209","22812754"
"292935209","80612021"
"292935209","15361570"
"292935209","14135426"
"292935209","63169388"
"292935209","36686040"
"292935209","15764644"
"292935209","221792092"
"292935209","339852137"
"292935209","156333623"
"292935209","199325935"
"292935209","248735463"
"292935209","1531521632"
"292935209","133832049"
"292935209","305216911"
"292935209","161791703"
"292935209","148453195"
"292935209","1222257180"
"292935209","163570705"
"292935209","787373558"
"292935209","168673083"
"292935209","1155335864"
"292935209","82649553"
"292935209","1140648348"
"292935209","168502762"
"292935209","88806753"
"292935209","22669526"
"292935209","24745957"
"292935209","467823431"
"292935209","132201224"
"292935209","138770045"
"292935209","50452197"
"292935209","29450962"
"292935209","239949176"
"292935209","1061385474"
"292935209","258900199"
"292935209","153486399"
"292935209","581141508"
"292935209","385429543"
"292935209","16583468"
"292935209","267854863"
"292935209","1339931490"
"292935209","25781141"
"292935209","20545793"
"292935209","1080844782"
"292935209","24913074"
"292935209","942156122"
"292935209","381152398"
"292935209","13491312"
"292935209","1074129612"
"292935209","234014087"
"292935209","140519774"
"292935209","14275291"
"292935209","249410485"
"292935209","16789970"
"292935209","20597460"
"292935209","19394188"
"292935209","29442313"
"292935209","970207298"
"292935209","22012091"
"292935209","240812994"
"210926192","82453460"
"210926192","137823987"
"210926192","30216513"
"210926192","21312077"
"210926192","48086014"
"210926192","18137749"
"210926192","10615232"
"210926192","188019606"
"210926192","295685416"
"210926192","24183358"
"210926192","1089859058"
"210926192","22509548"
"210926192","510516465"
"210926192","38254095"
"210926192","52503751"
"210926192","23600262"
"210926192","17896154"
"210926192","31801993"
"210926192","78445977"
"210926192","161411080"
"210926192","14845376"
"210926192","23712174"
"210926192","22812754"
"210926192","2963445730"
"210926192","80612021"
"210926192","31611298"
"210926192","24195214"
"210926192","15361570"
"210926192","18632666"
"210926192","231510077"
"210926192","237770636"
"210926192","13218102"
"210926192","18030431"
"210926192","74198348"
"210926192","14135426"
"210926192","15856366"
"210926192","18061669"
"210926192","108376246"
"210926192","63169388"
"210926192","377534571"
"210926192","37094727"
"210926192","36686040"
"210926192","92186819"
"210926192","15751083"
"210926192","15764644"
"210926192","221792092"
"210926192","164369297"
"210926192","34972633"
"210926192","24735461"
"210926192","34340464"
"210926192","246341769"
"210926192","339852137"
"210926192","58928690"
"210926192","156333623"
"210926192","248735463"
"210926192","133832049"
"210926192","19318314"
"210926192","950783972"
"210926192","1134292500"
"210926192","237312687"
"210926192","305216911"
"210926192","161791703"
"210926192","148453195"
"210926192","163570705"
"210926192","155669457"
"210926192","168673083"
"210926192","1128514404"
"210926192","28599820"
"210926192","82649553"
"210926192","1058520120"
"210926192","168502762"
"210926192","164007407"
"210926192","17513304"
"210926192","1083448909"
"210926192","249219716"
"210926192","88806753"
"210926192","111635527"
"210926192","37920978"
"210926192","22669526"
"210926192","550401754"
"210926192","24745957"
"210926192","18566912"
"210926192","248699486"
"210926192","22523087"
"210926192","245451804"
"210926192","132201224"
"210926192","19929362"
"210926192","85396297"
"210926192","111635980"
"210926192","50452197"
"210926192","33563161"
"210926192","1260172386"
"210926192","193732179"
"210926192","239949176"
"210926192","161743731"
"210926192","23976316"
"210926192","19926675"
"210926192","312134473"
"210926192","1009269193"
"210926192","153944899"
"210926192","292990703"
"210926192","239871673"
"210926192","22055226"
"210926192","258900199"
"210926192","153486399"
"210926192","1037321378"
"210926192","26424123"
"210926192","242426145"
"210926192","385429543"
"210926192","16583468"
"210926192","56864092"
"210926192","84119348"
"210926192","3018670151"
"210926192","20053279"
"210926192","252249233"
"210926192","28602948"
"210926192","267854863"
"210926192","1077446982"
"210926192","25781141"
"210926192","20545793"
"210926192","1135486501"
"210926192","24913074"
"210926192","20002401"
"210926192","975200486"
"210926192","303861808"
"210926192","1074129612"
"210926192","193872188"
"210926192","234014087"
"210926192","14275291"
"210926192","249288197"
"210926192","249410485"
"210926192","1074518754"
"210926192","15442036"
"210926192","19726613"
"210926192","247334603"
"210926192","211588974"
"210926192","18695134"
"210926192","16789970"
"210926192","60828944"
"210926192","20597460"
"210926192","278124059"
"210926192","171598736"
"210926192","72198806"
"210926192","19394188"
"210926192","29442313"
"210926192","17494010"
"210926192","18916432"
"210926192","1058051748"
"210926192","239905257"
"210926192","22012091"
"210926192","240812994"
"787373558","82453460"
"787373558","516880804"
"787373558","74508260"
"787373558","30216513"
"787373558","305620929"
"787373558","21312077"
"787373558","48086014"
"787373558","18137749"
"787373558","10615232"
"787373558","188019606"
"787373558","25086658"
"787373558","22509548"
"787373558","38254095"
"787373558","23600262"
"787373558","31801993"
"787373558","78445977"
"787373558","432676344"
"787373558","161411080"
"787373558","14845376"
"787373558","22812754"
"787373558","80612021"
"787373558","24195214"
"787373558","17800215"
"787373558","851621377"
"787373558","14135426"
"787373558","18061669"
"787373558","63169388"
"787373558","36686040"
"787373558","92186819"
"787373558","15764644"
"787373558","242892689"
"787373558","221792092"
"787373558","293131808"
"787373558","339852137"
"787373558","58928690"
"787373558","156333623"
"787373558","199325935"
"787373558","249348006"
"787373558","1058717720"
"787373558","248735463"
"787373558","1531521632"
"787373558","133832049"
"787373558","19318314"
"787373558","950783972"
"787373558","305216911"
"787373558","161791703"
"787373558","558769636"
"787373558","518644221"
"787373558","1222257180"
"787373558","776664410"
"787373558","1092979962"
"787373558","462143773"
"787373558","163570705"
"787373558","292935209"
"787373558","210926192"
"787373558","1045110018"
"787373558","789244177"
"787373558","229197216"
"787373558","168673083"
"787373558","995193054"
"787373558","1058917562"
"787373558","28599820"
"787373558","1155335864"
"787373558","82649553"
"787373558","1058520120"
"787373558","1140648348"
"787373558","168502762"
"787373558","164007407"
"787373558","1060984272"
"787373558","1083448909"
"787373558","111635527"
"787373558","240760644"
"787373558","1051127714"
"787373558","22669526"
"787373558","24745957"
"787373558","2433737761"
"787373558","1071102246"
"787373558","467823431"
"787373558","40302336"
"787373558","22523087"
"787373558","245451804"
"787373558","132201224"
"787373558","85396297"
"787373558","111635980"
"787373558","1055907624"
"787373558","138770045"
"787373558","937723303"
"787373558","76350004"
"787373558","50452197"
"787373558","29450962"
"787373558","33563161"
"787373558","1260172386"
"787373558","193732179"
"787373558","239949176"
"787373558","219429281"
"787373558","1090002997"
"787373558","312134473"
"787373558","1009269193"
"787373558","153944899"
"787373558","292990703"
"787373558","1077121945"
"787373558","1055730738"
"787373558","1061385474"
"787373558","258900199"
"787373558","153486399"
"787373558","581141508"
"787373558","963480595"
"787373558","1206227149"
"787373558","1037321378"
"787373558","242426145"
"787373558","2976598347"
"787373558","16583468"
"787373558","1128781184"
"787373558","84119348"
"787373558","252249233"
"787373558","28602948"
"787373558","442824717"
"787373558","267854863"
"787373558","1339931490"
"787373558","112740986"
"787373558","479872233"
"787373558","2966758114"
"787373558","158398519"
"787373558","25781141"
"787373558","20545793"
"787373558","1135486501"
"787373558","1072467470"
"787373558","24913074"
"787373558","310310133"
"787373558","20002401"
"787373558","432771620"
"787373558","942156122"
"787373558","137794015"
"787373558","3044993235"
"787373558","381152398"
"787373558","303861808"
"787373558","1262814457"
"787373558","24773493"
"787373558","1074129612"
"787373558","1065995022"
"787373558","281540744"
"787373558","234014087"
"787373558","267938462"
"787373558","140519774"
"787373558","249410485"
"787373558","76649729"
"787373558","1074518754"
"787373558","132278386"
"787373558","15442036"
"787373558","117501995"
"787373558","109071031"
"787373558","249787913"
"787373558","19726613"
"787373558","247334603"
"787373558","242836537"
"787373558","16789970"
"787373558","60828944"
"787373558","278124059"
"787373558","73303753"
"787373558","2167097881"
"787373558","216503958"
"787373558","476256944"
"787373558","72198806"
"787373558","29201047"
"787373558","202206694"
"787373558","296361085"
"787373558","18915145"
"787373558","29442313"
"787373558","43910797"
"787373558","76456274"
"787373558","970207298"
"787373558","2724095695"
"787373558","1880674038"
"787373558","232992031"
"787373558","39249305"
"787373558","239905257"
"787373558","1055685948"
"787373558","22012091"
"787373558","240812994"
"2853309155","17976923"
"2853309155","18967498"
"2853309155","19739126"
"2853309155","242926427"
"2853309155","2963445730"
"2853309155","18030431"
"2853309155","37094727"
"2853309155","339822881"
"2853309155","20015903"
"2853309155","2962891515"
"2853309155","2964526557"
"2853309155","211530910"
"2853309155","22527499"
"2853309155","2964877294"
"2853309155","249339682"
"2853309155","2929491549"
"2853309155","2973870195"
"2853309155","2253968388"
"2853309155","2933760046"
"2853309155","2730150631"
"2853309155","2560169238"
"2853309155","976969338"
"2853309155","2869746172"
"2853309155","834069080"
"2853309155","1128514404"
"2853309155","314205957"
"2853309155","110545675"
"2853309155","246769138"
"2853309155","17513304"
"2853309155","2953713339"
"2853309155","236960387"
"2853309155","124224165"
"2853309155","2953974395"
"2853309155","2951574214"
"2853309155","2976606250"
"2853309155","1908143071"
"2853309155","2962681881"
"2853309155","2964222544"
"2853309155","248699486"
"2853309155","2966765501"
"2853309155","76350004"
"2853309155","2970462034"
"2853309155","2862577383"
"2853309155","19926675"
"2853309155","252819642"
"2853309155","219429281"
"2853309155","2750127259"
"2853309155","2914163523"
"2853309155","2966205003"
"2853309155","2964949642"
"2853309155","2976598347"
"2853309155","2914571740"
"2853309155","47798449"
"2853309155","2696643955"
"2853309155","2930635215"
"2853309155","1074412920"
"2853309155","2932617195"
"2853309155","2847221717"
"2853309155","2964287128"
"2853309155","2965083477"
"2853309155","2966570782"
"2853309155","2966758114"
"2853309155","2953922782"
"2853309155","2953494478"
"2853309155","29766367"
"2853309155","15600527"
"2853309155","2962813893"
"2853309155","237750442"
"2853309155","234128524"
"2853309155","2914515430"
"2853309155","2962994194"
"2853309155","2852998461"
"2853309155","234014087"
"2853309155","993153006"
"2853309155","14275291"
"2853309155","229966028"
"2853309155","1074480192"
"2853309155","18916432"
"2853309155","1209417007"
"2853309155","17544524"
"2853309155","2482022082"
"2853309155","2861616083"
"2853309155","1444015610"
"2853309155","20467163"
"2730150631","20209807"
"2730150631","25086658"
"2730150631","22509548"
"2730150631","37094727"
"2730150631","234469322"
"2730150631","2933760046"
"2730150631","33655490"
"2730150631","1058807868"
"2730150631","26051676"
"2730150631","1092757885"
"2730150631","26424123"
"2730150631","236479311"
"2730150631","2965083477"
"2730150631","1071900114"
"2730150631","975200486"
"2730150631","281540744"
"2730150631","14275291"
"2730150631","229966028"
"2730150631","23970171"
"2730150631","2482022082"
"2730150631","20467163"
"3353670647","21312077"
"3353670647","19739126"
"3353670647","2963445730"
"3353670647","17800215"
"3353670647","164369297"
"3353670647","27676828"
"3353670647","20015903"
"3353670647","1058256326"
"3353670647","234937222"
"3353670647","164007407"
"3353670647","1051127714"
"3353670647","233949261"
"3353670647","467823431"
"3353670647","40302336"
"3353670647","111635980"
"3353670647","254082173"
"3353670647","2966765501"
"3353670647","33563161"
"3353670647","2970462034"
"3353670647","219429281"
"3353670647","2750127259"
"3353670647","258900199"
"3353670647","224294785"
"3353670647","26424123"
"3353670647","2964949642"
"3353670647","2976598347"
"3353670647","244268646"
"3353670647","18277655"
"3353670647","213634439"
"3353670647","236899846"
"3353670647","1080844782"
"3353670647","2962813893"
"3353670647","252819323"
"3353670647","72198806"
"3353670647","17494010"
"3353670647","18916432"
"3353670647","1209417007"
"3353670647","240812994"
"1045110018","233949261"
"1045110018","138770045"
"1045110018","237862972"
"1045110018","236511574"
"1045110018","76456274"
"1045110018","2724095695"
"789244177","82453460"
"789244177","21312077"
"789244177","48086014"
"789244177","18137749"
"789244177","188019606"
"789244177","38254095"
"789244177","23600262"
"789244177","432676344"
"789244177","161411080"
"789244177","22812754"
"789244177","80612021"
"789244177","24195214"
"789244177","15361570"
"789244177","14135426"
"789244177","63169388"
"789244177","36686040"
"789244177","92186819"
"789244177","15764644"
"789244177","221792092"
"789244177","164369297"
"789244177","20015903"
"789244177","339852137"
"789244177","156333623"
"789244177","199325935"
"789244177","248735463"
"789244177","1531521632"
"789244177","133832049"
"789244177","1080509366"
"789244177","305216911"
"789244177","161791703"
"789244177","1092979962"
"789244177","462143773"
"789244177","163570705"
"789244177","292935209"
"789244177","787373558"
"789244177","155669457"
"789244177","168673083"
"789244177","2970279814"
"789244177","28599820"
"789244177","1155335864"
"789244177","82649553"
"789244177","1058520120"
"789244177","1140648348"
"789244177","168502762"
"789244177","164007407"
"789244177","111635527"
"789244177","22669526"
"789244177","24745957"
"789244177","237814920"
"789244177","467823431"
"789244177","40302336"
"789244177","132201224"
"789244177","111635980"
"789244177","138770045"
"789244177","50452197"
"789244177","29450962"
"789244177","384913290"
"789244177","193732179"
"789244177","239949176"
"789244177","2293131060"
"789244177","219429281"
"789244177","312134473"
"789244177","1009269193"
"789244177","292990703"
"789244177","1077121945"
"789244177","1061385474"
"789244177","258900199"
"789244177","153486399"
"789244177","581141508"
"789244177","2975350155"
"789244177","242426145"
"789244177","385429543"
"789244177","16583468"
"789244177","56864092"
"789244177","20552026"
"789244177","28602948"
"789244177","442824717"
"789244177","267854863"
"789244177","1339931490"
"789244177","112740986"
"789244177","158398519"
"789244177","25781141"
"789244177","15600527"
"789244177","310310133"
"789244177","237750442"
"789244177","381152398"
"789244177","13491312"
"789244177","1074129612"
"789244177","193872188"
"789244177","234014087"
"789244177","993153006"
"789244177","140519774"
"789244177","249410485"
"789244177","247334603"
"789244177","211588974"
"789244177","16789970"
"789244177","224285242"
"789244177","18915145"
"789244177","29442313"
"789244177","43910797"
"789244177","239905257"
"789244177","22012091"
"789244177","240812994"
"2560169238","10615232"
"2560169238","233761277"
"2560169238","22509548"
"2560169238","78445977"
"2560169238","18166778"
"2560169238","7429102"
"2560169238","15160884"
"2560169238","246341769"
"2560169238","2964526557"
"2560169238","161791703"
"2560169238","2933760046"
"2560169238","2730150631"
"2560169238","1058807868"
"2560169238","2962868158"
"2560169238","84620376"
"2560169238","960696949"
"2560169238","37920978"
"2560169238","1092757885"
"2560169238","240393970"
"2560169238","2862577383"
"2560169238","22055226"
"2560169238","963480595"
"2560169238","1072382221"
"2560169238","50152441"
"2560169238","234057152"
"2560169238","240385577"
"2560169238","234837632"
"2560169238","221793778"
"2560169238","237750442"
"2560169238","975200486"
"2560169238","6577802"
"2560169238","15356407"
"2560169238","47975734"
"2560169238","217543151"
"2560169238","88784440"
"2560169238","1074480192"
"2560169238","18916432"
"2560169238","237348797"
"2560169238","2861616083"
"976969338","20209807"
"976969338","234797704"
"976969338","15394954"
"976969338","15281676"
"976969338","17976923"
"976969338","295685416"
"976969338","233761277"
"976969338","76132891"
"976969338","299883942"
"976969338","242761889"
"976969338","22831059"
"976969338","22509548"
"976969338","16102244"
"976969338","52503751"
"976969338","17896154"
"976969338","19739126"
"976969338","242926427"
"976969338","16056306"
"976969338","18805303"
"976969338","18166778"
"976969338","13218102"
"976969338","18030431"
"976969338","74198348"
"976969338","1155212191"
"976969338","22545491"
"976969338","15856366"
"976969338","377534571"
"976969338","37094727"
"976969338","402719755"
"976969338","278145569"
"976969338","339822881"
"976969338","15751083"
"976969338","935368364"
"976969338","221792092"
"976969338","20015903"
"976969338","24735461"
"976969338","15160884"
"976969338","34340464"
"976969338","246341769"
"976969338","234469322"
"976969338","296245061"
"976969338","1089334250"
"976969338","1051446626"
"976969338","237312687"
"976969338","211530910"
"976969338","22527499"
"976969338","234822928"
"976969338","249339682"
"976969338","518644221"
"976969338","2253968388"
"976969338","1222257180"
"976969338","776664410"
"976969338","1092979962"
"976969338","1058256326"
"976969338","234937222"
"976969338","1072008757"
"976969338","235190657"
"976969338","1045110018"
"976969338","1128514404"
"976969338","33655490"
"976969338","1058807868"
"976969338","110545675"
"976969338","584012853"
"976969338","37007274"
"976969338","1060487274"
"976969338","246769138"
"976969338","17513304"
"976969338","237944147"
"976969338","84620376"
"976969338","124224165"
"976969338","88806753"
"976969338","960696949"
"976969338","32010840"
"976969338","26051676"
"976969338","1908143071"
"976969338","550401754"
"976969338","237763317"
"976969338","18566912"
"976969338","1058460818"
"976969338","233949261"
"976969338","237814920"
"976969338","1623308912"
"976969338","248699486"
"976969338","240393970"
"976969338","236916916"
"976969338","222286905"
"976969338","198526130"
"976969338","937723303"
"976969338","76350004"
"976969338","1260172386"
"976969338","161743731"
"976969338","1048784496"
"976969338","252819642"
"976969338","219429281"
"976969338","235251868"
"976969338","613725908"
"976969338","234812598"
"976969338","241207373"
"976969338","239871673"
"976969338","1045853744"
"976969338","19658173"
"976969338","153486399"
"976969338","581141508"
"976969338","963480595"
"976969338","1206227149"
"976969338","224294785"
"976969338","1072382221"
"976969338","240427862"
"976969338","248850174"
"976969338","234057152"
"976969338","240385577"
"976969338","19407835"
"976969338","244268646"
"976969338","33977070"
"976969338","51228911"
"976969338","237299871"
"976969338","1060370282"
"976969338","1074412920"
"976969338","18277655"
"976969338","20053279"
"976969338","950328072"
"976969338","213634439"
"976969338","236899846"
"976969338","935033864"
"976969338","233693291"
"976969338","234837632"
"976969338","1077446982"
"976969338","29766367"
"976969338","221793778"
"976969338","234022257"
"976969338","1080844782"
"976969338","237750442"
"976969338","235271965"
"976969338","211420609"
"976969338","211901075"
"976969338","942156122"
"976969338","1071900114"
"976969338","117777832"
"976969338","13491312"
"976969338","234128524"
"976969338","190328374"
"976969338","6577802"
"976969338","252819323"
"976969338","1058345042"
"976969338","24773493"
"976969338","237862972"
"976969338","1065995022"
"976969338","281540744"
"976969338","137407124"
"976969338","76452765"
"976969338","993153006"
"976969338","14275291"
"976969338","21269970"
"976969338","249288197"
"976969338","19726613"
"976969338","225921757"
"976969338","47975734"
"976969338","217543151"
"976969338","193794406"
"976969338","235217558"
"976969338","266133081"
"976969338","19394188"
"976969338","296361085"
"976969338","88784440"
"976969338","18915145"
"976969338","233737858"
"976969338","43910797"
"976969338","18916432"
"976969338","11651202"
"976969338","1209417007"
"976969338","1074101017"
"976969338","237348797"
"976969338","17544524"
"976969338","23124635"
"976969338","23970171"
"976969338","1064206014"
"976969338","1058051748"
"976969338","1444015610"
"976969338","1382011333"
"2869746172","15281676"
"2869746172","17976923"
"2869746172","242761889"
"2869746172","19739126"
"2869746172","124224165"
"2869746172","233949261"
"2869746172","2914571740"
"2869746172","2696643955"
"2869746172","237862972"
"2869746172","18916432"
"229197216","20209807"
"229197216","234797704"
"229197216","15394954"
"229197216","15281676"
"229197216","17976923"
"229197216","295685416"
"229197216","25086658"
"229197216","24183358"
"229197216","233761277"
"229197216","299883942"
"229197216","18967498"
"229197216","22509548"
"229197216","16102244"
"229197216","52503751"
"229197216","17896154"
"229197216","19739126"
"229197216","23712174"
"229197216","242926427"
"229197216","17800215"
"229197216","18805303"
"229197216","18166778"
"229197216","5558312"
"229197216","18030431"
"229197216","74198348"
"229197216","22545491"
"229197216","15856366"
"229197216","37094727"
"229197216","15751083"
"229197216","27676828"
"229197216","20015903"
"229197216","1410590874"
"229197216","24735461"
"229197216","34340464"
"229197216","246341769"
"229197216","344972339"
"229197216","234469322"
"229197216","237312687"
"229197216","211530910"
"229197216","234822928"
"229197216","249339682"
"229197216","2253968388"
"229197216","234937222"
"229197216","235190657"
"229197216","110545675"
"229197216","245408102"
"229197216","37007274"
"229197216","249219716"
"229197216","237944147"
"229197216","84620376"
"229197216","236960387"
"229197216","124224165"
"229197216","240760644"
"229197216","32010840"
"229197216","26051676"
"229197216","237763317"
"229197216","18566912"
"229197216","233949261"
"229197216","237814920"
"229197216","240393970"
"229197216","236916916"
"229197216","198526130"
"229197216","76350004"
"229197216","161743731"
"229197216","23976316"
"229197216","19926675"
"229197216","219429281"
"229197216","1090002997"
"229197216","235251868"
"229197216","234812598"
"229197216","239871673"
"229197216","22055226"
"229197216","19658173"
"229197216","224294785"
"229197216","1072382221"
"229197216","26424123"
"229197216","50152441"
"229197216","240427862"
"229197216","2964949642"
"229197216","234057152"
"229197216","240385577"
"229197216","19407835"
"229197216","244268646"
"229197216","33977070"
"229197216","51228911"
"229197216","237299871"
"229197216","84119348"
"229197216","18277655"
"229197216","20053279"
"229197216","28602948"
"229197216","213634439"
"229197216","234053893"
"229197216","236899846"
"229197216","236479311"
"229197216","233693291"
"229197216","234837632"
"229197216","2966570782"
"229197216","29766367"
"229197216","25781141"
"229197216","221793778"
"229197216","234022257"
"229197216","15600527"
"229197216","1080844782"
"229197216","237750442"
"229197216","211420609"
"229197216","211901075"
"229197216","1071900114"
"229197216","117777832"
"229197216","242873057"
"229197216","234128524"
"229197216","190328374"
"229197216","240363117"
"229197216","24773493"
"229197216","237862972"
"229197216","1065995022"
"229197216","26778110"
"229197216","137407124"
"229197216","14275291"
"229197216","21269970"
"229197216","211588974"
"229197216","225921757"
"229197216","217543151"
"229197216","193794406"
"229197216","212262370"
"229197216","19394188"
"229197216","88784440"
"229197216","18915145"
"229197216","233737858"
"229197216","229966028"
"229197216","221162525"
"229197216","18916432"
"229197216","48117116"
"229197216","1209417007"
"229197216","237348797"
"229197216","17544524"
"229197216","23124635"
"229197216","23970171"
"229197216","20467163"
"229197216","16256269"
"155669457","516880804"
"155669457","74508260"
"155669457","137823987"
"155669457","305620929"
"155669457","17976923"
"155669457","21312077"
"155669457","48086014"
"155669457","14984637"
"155669457","150078976"
"155669457","18137749"
"155669457","188019606"
"155669457","38254095"
"155669457","23600262"
"155669457","31801993"
"155669457","78445977"
"155669457","432676344"
"155669457","161411080"
"155669457","22812754"
"155669457","31611298"
"155669457","24195214"
"155669457","15361570"
"155669457","16056306"
"155669457","18909919"
"155669457","237770636"
